@relation PC3

@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {FALSE,TRUE}

@data
75,16,15,74,1,61,20,198,209,407,2580.32,0.03,32.46,83754.62,0.86,4653.03,19,18,9,36,18,10,0.13,2,8,0.8,0.09,2,71,1,0,79.49,0.1,9,63,107,17.78,FALSE
10,2,0,10,0,8,16,19,30,49,224.66,0.05,19,4268.6,0.07,237.14,5,4,2,8,4,3,0.3,2,2,0.67,0.23,1,11,1,0,11.82,0.33,2,10,13,0,FALSE
24,20,11,20,4,30,14,38,48,86,469.51,0.11,8.87,4163,0.16,231.28,9,6,6,14,7,5,0.21,2.33,4,0.8,0.09,1,19,3,0.5,52.95,0.6,4,16,56,42.86,TRUE
9,1,0,9,0,5,12,11,23,34,138.97,0.08,13.2,1834.45,0.05,101.91,3,2,0,4,2,2,0.22,2,1,0.5,0.18,2,5,1,0,10.53,0.5,1,5,11,0,FALSE
11,1,0,11,0,10,13,22,30,52,235.23,0.07,14.3,3363.72,0.08,186.87,7,6,2,12,6,4,0.36,2,3,0.75,0.31,1,17,4,1,16.45,1,3,15,13,0,FALSE
31,21,7,27,4,38,17,88,100,188,1086.9,0.05,19.68,21394.68,0.36,1188.59,13,12,3,24,12,7,0.23,2,4,0.57,0.12,0,27,1,0,55.22,0.14,6,22,60,28.95,TRUE
13,0,0,13,0,12,11,16,22,38,171.9,0.14,7.33,1260.57,0.06,70.03,5,4,2,8,4,3,0.23,2,3,1,0.21,6,11,1,0,23.44,0.33,2,10,14,0,FALSE
14,3,0,13,1,13,14,31,32,63,299.56,0.06,16.69,5000.31,0.1,277.8,7,6,2,12,6,4,0.29,2,2,0.5,0.22,0,16,1,0,17.95,0.25,3,14,18,7.14,TRUE
36,3,0,36,0,35,16,73,87,160,907.59,0.06,16.69,15143.75,0.3,841.32,19,14,8,30,15,10,0.28,2.14,6,0.6,0.25,0,53,1,0,54.39,0.1,8,45,40,0,FALSE
55,1,0,55,0,72,21,176,198,374,2445.65,0.04,25.67,62771.57,0.82,3487.31,41,40,6,80,40,21,0.38,2,20,0.95,0.37,2,109,1,0,95.28,0.05,20,90,57,0,FALSE
7,1,0,7,0,8,11,14,18,32,135.93,0.1,9.63,1308.36,0.05,72.69,7,6,0,12,6,4,0.57,2,1,0.25,0.44,2,12,4,1,14.12,1,3,10,9,0,FALSE
17,5,0,17,0,18,18,54,61,115,594.54,0.04,27,16052.62,0.2,891.81,5,4,1,8,4,3,0.18,2,1,0.33,0.13,4,13,1,0,22.02,0.33,2,12,23,0,FALSE
28,25,24,22,6,33,15,88,107,195,1089.07,0.05,20,21781.35,0.36,1210.08,15,12,4,26,13,8,0.29,2.17,4,0.5,0.1,1,34,1,0,54.45,0.13,7,28,78,57.69,FALSE
11,2,0,11,0,4,12,14,24,38,152,0.05,21,3192,0.05,177.33,9,8,0,16,8,5,0.45,2,1,0.2,0.36,2,18,4,0.75,7.24,0.8,4,15,14,0,FALSE
33,2,0,2,31,77,12,142,175,317,2052.81,0.09,11.06,22714.18,0.68,1261.9,59,58,0,116,58,30,0.91,2,1,0.03,0.83,1,117,1,0,185.52,0.03,29,89,36,93.94,TRUE
47,18,6,45,2,49,20,136,153,289,1765.36,0.04,27.76,48997.85,0.59,2722.1,15,12,4,26,13,8,0.17,2.17,7,0.88,0.11,0,37,3,0.29,63.61,0.38,7,31,72,15.09,FALSE
82,6,4,77,5,46,21,116,150,266,1613.58,0.04,26.48,42724.78,0.54,2373.6,37,24,2,60,30,19,0.23,2.5,2,0.11,0.2,1,63,18,0.94,60.94,0.95,18,46,93,10.47,FALSE
45,3,1,45,0,40,21,91,119,210,1245.45,0.04,23.89,29750.8,0.42,1652.82,31,28,8,58,29,16,0.36,2.07,8,0.5,0.32,2,65,14,0.87,52.14,0.88,15,51,50,2.17,FALSE
29,10,3,28,1,27,15,40,53,93,501.49,0.09,11.11,5572.06,0.17,309.56,7,4,5,10,5,4,0.14,2.5,4,1,0.08,1,16,4,1,45.13,1,3,14,51,12.5,FALSE
7,0,0,7,0,10,12,21,23,44,196.21,0.08,12.6,2472.31,0.07,137.35,5,4,1,8,4,3,0.43,2,3,1,0.38,1,12,1,0,15.57,0.33,2,11,8,0,FALSE
22,2,4,18,4,16,18,46,49,95,483.31,0.04,25.88,12505.62,0.16,694.76,9,8,2,16,8,5,0.23,2,4,0.8,0.17,1,20,1,0,18.68,0.2,4,17,29,30.77,FALSE
25,14,12,19,6,34,14,55,64,119,664.61,0.09,11.32,7525.74,0.22,418.1,11,10,4,20,10,6,0.24,2,6,1,0.12,1,22,1,0,58.69,0.17,5,18,52,48.65,FALSE
24,2,0,24,0,9,18,45,50,95,451.71,0.02,45,20327.14,0.15,1129.29,15,10,1,24,12,8,0.33,2.4,2,0.25,0.3,3,27,7,0.86,10.04,0.88,7,21,27,0,FALSE
84,57,10,82,2,37,28,106,150,256,1541.73,0.02,40.11,61835.72,0.51,3435.32,23,16,5,32,16,14,0.17,2,6,0.43,0.09,0,51,1,0,38.44,0.07,8,39,152,12.77,FALSE
30,21,0,25,5,31,24,63,69,132,763.14,0.04,24.39,18610.76,0.25,1033.93,15,12,1,26,13,8,0.27,2.17,3,0.38,0.15,1,30,3,0.29,31.29,0.38,7,24,52,16.67,FALSE
58,14,50,58,0,63,10,68,91,159,984.18,0.19,5.4,5311.46,0.33,295.08,11,10,12,20,10,6,0.1,2,4,0.67,0.04,1,34,1,0,182.36,0.17,5,30,142,46.3,FALSE
7,4,0,6,1,6,8,9,10,19,72.34,0.17,6,434.04,0.02,24.11,3,2,0,4,2,2,0.29,2,1,0.5,0.17,1,6,1,0,12.06,0.5,1,6,12,14.29,FALSE
26,3,0,26,0,24,14,65,71,136,713.72,0.05,18.96,13530.91,0.24,751.72,7,4,4,10,5,4,0.15,2.5,3,0.75,0.13,1,18,1,0,37.65,0.25,3,16,30,0,FALSE
23,22,15,18,5,30,12,37,45,82,442.17,0.14,7.4,3272.06,0.15,181.78,5,4,2,8,4,3,0.13,2,3,1,0.05,0,12,1,0,59.75,0.33,2,11,61,52.63,FALSE
39,20,12,36,3,28,23,47,60,107,606.95,0.05,19.3,11716.29,0.2,650.91,17,8,2,20,10,10,0.26,2.5,3,0.3,0.14,5,31,3,0.22,31.44,0.3,6,23,72,29.41,FALSE
9,4,0,9,0,13,11,22,26,48,220.08,0.11,9.31,2048.42,0.07,113.8,5,4,1,8,4,3,0.33,2,2,0.67,0.21,2,8,1,0,23.64,0.33,2,7,14,0,FALSE
21,1,0,21,0,21,13,46,51,97,493.48,0.07,14.24,7026.27,0.16,390.35,7,6,4,12,6,4,0.19,2,2,0.5,0.17,3,24,1,0,34.66,0.25,3,22,23,0,FALSE
46,35,57,42,4,57,19,221,237,458,2861.55,0.03,36.83,105400.45,0.95,5855.58,7,6,5,12,6,4,0.09,2,2,0.5,0.03,1,25,1,0,77.69,0.25,3,23,139,59.22,TRUE
11,2,0,11,0,9,16,16,25,41,190.4,0.07,14.22,2707.88,0.06,150.44,7,6,1,12,6,4,0.36,2,2,0.5,0.29,3,14,3,0.67,13.39,0.75,3,12,14,0,FALSE
22,4,4,21,1,11,19,37,65,102,500.5,0.03,31.95,15993.34,0.17,888.52,27,20,0,46,23,14,0.64,2.3,1,0.07,0.45,2,46,9,0.62,15.66,0.64,13,34,31,19.23,FALSE
5,0,0,5,0,5,9,6,11,17,64.73,0.19,5.4,349.52,0.02,19.42,5,2,1,6,3,3,0.6,3,2,0.67,0.5,2,8,3,1,11.99,1,2,7,6,0,FALSE
54,40,23,49,5,35,18,68,105,173,990.93,0.06,17.49,17327.12,0.33,962.62,33,20,1,52,26,17,0.31,2.6,11,0.65,0.14,2,49,17,1,56.67,1,16,34,118,36.36,FALSE
11,2,0,11,0,9,10,15,21,36,152.93,0.12,8.33,1274.38,0.05,70.8,5,4,3,8,4,3,0.27,2,3,1,0.21,3,10,1,0,18.35,0.33,2,9,14,0,FALSE
18,4,7,17,1,28,16,51,63,114,622.38,0.07,14.57,9068.9,0.21,503.83,5,4,1,8,4,3,0.17,2,2,0.67,0.1,4,14,1,0,42.71,0.33,2,13,30,32,FALSE
18,14,10,17,1,25,16,74,82,156,835.78,0.04,23.68,19791.23,0.28,1099.51,9,8,3,16,8,5,0.28,2,2,0.4,0.12,2,22,1,0,35.29,0.2,4,19,43,39.29,FALSE
39,29,13,35,4,30,21,58,85,143,811.16,0.05,20.3,16466.48,0.27,914.8,15,6,4,14,7,9,0.23,2.33,6,0.67,0.1,2,31,5,0.5,39.96,0.56,4,24,89,32.68,FALSE
30,18,0,24,6,36,16,50,61,111,632.75,0.09,11.11,7030.54,0.21,390.59,7,6,5,12,6,4,0.13,2,4,1,0.08,1,17,1,0,56.95,0.25,3,15,49,20,TRUE
52,33,52,43,9,56,20,117,143,260,1624.46,0.05,20.89,33939.63,0.54,1885.54,15,6,6,20,10,8,0.15,3.33,4,0.5,0.06,0,35,1,0,77.75,0.13,7,29,138,58.65,FALSE
8,1,0,8,0,7,9,10,12,22,88,0.16,6.43,565.71,0.03,31.43,3,2,1,4,2,2,0.25,2,2,1,0.2,2,7,1,0,13.69,0.5,1,7,10,0,FALSE
147,35,64,144,3,97,26,279,345,624,4332.13,0.03,37.39,161985.9,1.44,8999.22,75,42,12,116,59,38,0.26,2.76,15,0.39,0.15,1,126,32,0.84,115.86,0.84,37,90,247,31.75,TRUE
66,16,1,65,1,53,36,99,134,233,1508.85,0.03,33.62,50731.38,0.5,2818.41,27,14,5,32,16,15,0.23,2.29,8,0.53,0.18,1,49,7,0.43,44.88,0.47,9,36,84,2.99,TRUE
39,4,0,39,0,43,25,106,132,238,1448.82,0.03,30.81,44643.75,0.48,2480.21,33,26,8,58,29,17,0.44,2.23,10,0.59,0.39,3,63,8,0.44,47.02,0.47,16,48,44,0,FALSE
11,2,3,11,0,11,7,11,17,28,116.76,0.29,3.5,408.65,0.04,22.7,5,4,3,8,4,3,0.27,2,3,1,0.18,0,11,1,0,33.36,0.33,2,10,17,21.43,FALSE
13,3,1,12,1,13,15,30,81,111,533.62,0.06,17.31,9235.67,0.18,513.09,3,2,0,4,2,2,0.15,2,1,0.5,0.11,1,6,1,0,30.83,0.5,1,6,18,14.29,FALSE
15,14,10,12,3,16,15,40,46,86,426.06,0.05,18.75,7988.64,0.14,443.81,9,6,1,14,7,5,0.33,2.33,2,0.4,0.13,0,17,3,0.5,22.72,0.6,4,14,40,52,FALSE
6,3,0,6,0,8,12,15,21,36,155.59,0.09,11.25,1750.38,0.05,97.24,3,2,1,4,2,2,0.33,2,1,0.5,0.2,2,6,1,0,13.83,0.5,1,6,10,0,FALSE
7,0,0,7,0,9,12,20,21,41,180.09,0.08,13.33,2401.13,0.06,133.4,5,4,1,8,4,3,0.43,2,3,1,0.38,1,12,1,0,13.51,0.33,2,11,8,0,FALSE
11,0,0,11,0,4,6,4,11,15,49.83,0.33,3,149.49,0.02,8.3,3,2,0,4,2,2,0.18,2,1,0.5,0.17,1,6,1,0,16.61,0.5,1,6,12,0,FALSE
20,16,6,18,2,19,18,38,49,87,453.22,0.06,18,8158,0.15,453.22,11,6,1,16,8,6,0.3,2.67,2,0.33,0.14,5,19,5,0.8,25.18,0.83,5,15,43,30.77,FALSE
9,1,0,9,0,6,11,12,16,28,114.45,0.09,11,1258.94,0.04,69.94,5,4,0,8,4,3,0.33,2,1,0.33,0.27,1,10,1,0,10.4,0.33,2,9,11,0,FALSE
7,4,0,7,0,5,9,9,13,22,83.76,0.12,8.1,678.47,0.03,37.69,3,2,1,4,2,2,0.29,2,2,1,0.17,2,6,1,0,10.34,0.5,1,6,12,0,FALSE
28,1,1,28,0,22,16,45,50,95,498.55,0.06,16.36,8158.14,0.17,453.23,11,10,1,20,10,6,0.21,2,2,0.33,0.19,2,26,1,0,30.47,0.17,5,22,31,3.45,FALSE
10,5,0,10,0,5,13,17,20,37,154.29,0.05,22.1,3409.75,0.05,189.43,7,4,0,10,5,4,0.4,2.5,1,0.25,0.25,2,11,1,0,6.98,0.25,3,9,16,0,FALSE
11,0,0,11,0,8,10,11,15,26,108.42,0.15,6.87,745.37,0.04,41.41,3,2,1,4,2,2,0.18,2,2,1,0.17,0,6,1,0,15.77,0.5,1,6,12,0,FALSE
39,22,1,31,8,46,17,68,87,155,926.48,0.08,12.57,11641.4,0.31,646.74,13,8,7,20,11,7,0.18,2.5,5,0.71,0.11,1,27,4,0.5,73.73,0.57,6,22,63,22.5,FALSE
255,16,35,255,0,180,23,675,730,1405,10769.8,0.02,43.13,464447.49,3.59,25802.64,87,68,5,154,77,44,0.17,2.26,14,0.32,0.14,4,169,13,0.28,249.73,0.3,43,127,307,12.07,FALSE
13,16,9,13,0,17,15,51,57,108,540,0.04,22.5,12150,0.18,675,7,6,1,12,6,4,0.31,2,1,0.25,0.1,0,16,1,0,24,0.25,3,14,39,40.91,FALSE
55,22,12,53,2,38,22,67,93,160,945.1,0.05,19.39,18330.01,0.32,1018.33,12,8,3,16,8,7,0.13,2,6,0.86,0.07,1,26,1,0,48.73,0.14,4,21,99,20.9,FALSE
15,9,4,14,1,18,13,37,38,75,371.56,0.07,13.36,4964.52,0.12,275.81,5,4,1,8,4,3,0.2,2,2,0.67,0.1,0,11,1,0,27.81,0.33,2,10,29,26.32,FALSE
17,1,0,17,0,12,17,33,41,74,359.49,0.04,23.38,8403.09,0.12,466.84,11,6,2,16,8,6,0.35,2.67,3,0.5,0.32,3,20,6,1,15.38,1,5,16,19,0,FALSE
20,7,3,18,2,18,16,29,35,64,325.6,0.08,12.89,4196.59,0.11,233.14,7,8,2,16,8,4,0.2,2,3,0.75,0.13,1,14,1,0,25.26,0.25,4,12,31,21.74,TRUE
6,2,0,6,0,4,4,4,7,11,33,0.5,2,66,0.01,3.67,3,2,2,4,2,2,0.33,2,2,1,0.22,0,7,1,0,16.5,0.5,1,7,9,0,FALSE
6,0,0,6,0,9,8,11,12,23,94.01,0.2,4.89,459.61,0.03,25.53,3,2,2,4,2,2,0.33,2,1,0.5,0.29,1,7,1,0,19.23,0.5,1,7,7,0,FALSE
13,1,0,13,0,11,14,20,30,50,232.19,0.08,12.73,2955.18,0.08,164.18,5,4,2,8,4,3,0.23,2,3,1,0.2,2,10,3,1,18.24,1,2,9,15,0,FALSE
6,0,0,6,0,8,11,14,18,32,135.93,0.1,9.63,1308.36,0.05,72.69,7,6,0,12,6,4,0.67,2,1,0.25,0.57,2,12,4,1,14.12,1,3,10,7,0,FALSE
5,3,0,5,0,6,8,14,16,30,114.22,0.11,9.33,1066.06,0.04,59.23,3,2,0,4,2,2,0.4,2,1,0.5,0.22,0,5,1,0,12.24,0.5,1,5,9,0,FALSE
6,2,0,6,0,2,4,2,5,7,18.09,0.5,2,36.19,0.01,2,3,2,0,4,2,2,0.33,2,1,0.5,0.22,0,5,1,0,9.05,0.5,1,5,9,0,FALSE
146,48,77,144,2,77,25,187,241,428,2855.8,0.03,30.36,86693.87,0.95,4816.33,39,38,4,76,38,20,0.14,2,5,0.25,0.07,3,95,4,0.16,94.07,0.2,19,77,272,35.43,TRUE
54,35,18,52,2,45,19,105,123,228,1368,0.05,22.17,30324,0.46,1684.67,15,12,11,26,13,8,0.15,2.17,7,0.88,0.07,3,41,4,0.43,61.71,0.5,7,35,108,27.78,FALSE
11,6,0,11,0,16,11,31,33,64,304.31,0.09,10.66,3242.83,0.1,180.16,3,2,1,4,2,2,0.18,2,1,0.5,0.11,0,7,1,0,28.56,0.5,1,7,18,0,FALSE
31,19,21,27,4,21,19,53,63,116,617.34,0.04,23.98,14801.55,0.21,822.31,11,10,4,20,10,6,0.19,2,4,0.67,0.08,0,25,5,0.8,25.75,0.83,5,21,72,48.08,FALSE
42,39,32,38,4,33,19,88,110,198,1128.69,0.04,25.33,28593.41,0.38,1588.52,8,2,5,4,2,6,0.14,2,6,1,0.05,2,23,1,0,44.55,0.17,1,19,114,48.65,TRUE
23,8,5,20,3,16,16,56,60,116,580,0.04,28,16240,0.19,902.22,7,6,1,12,6,4,0.17,2,3,0.75,0.11,0,15,1,0,20.71,0.25,3,13,37,28.57,FALSE
41,5,1,41,0,32,22,47,72,119,684.83,0.06,16.16,11064.31,0.23,614.68,12,2,9,4,2,10,0.24,2,9,0.9,0.13,1,26,1,0,42.39,0.1,1,18,76,2.38,FALSE
37,6,8,37,0,34,14,49,57,106,592.01,0.1,10.09,5972.3,0.2,331.79,17,14,9,30,15,9,0.24,2.14,7,0.78,0.17,0,35,5,0.5,58.68,0.56,8,28,52,17.78,FALSE
14,6,0,14,0,12,12,22,28,50,229.25,0.09,11,2521.73,0.08,140.1,5,4,1,8,4,3,0.21,2,1,0.33,0.14,2,10,1,0,20.84,0.33,2,9,21,0,FALSE
16,9,8,14,2,18,12,31,35,66,323.85,0.1,10.33,3346.5,0.11,185.92,7,4,3,10,5,4,0.25,2.5,2,0.5,0.12,1,15,1,0,31.34,0.25,3,13,34,41.67,FALSE
19,6,0,19,0,16,10,42,49,91,427.74,0.08,13.12,5614.09,0.14,311.89,13,12,3,24,12,7,0.37,2,4,0.57,0.27,0,32,1,0,32.59,0.14,6,27,26,0,FALSE
21,1,0,21,0,8,11,16,26,42,178.41,0.09,11,1962.54,0.06,109.03,7,6,0,12,6,4,0.19,2,1,0.25,0.17,2,14,1,0,16.21,0.25,3,12,23,0,FALSE
28,1,0,28,0,18,19,43,57,100,520.95,0.04,22.69,11822.56,0.17,656.81,14,8,1,16,8,9,0.32,2,2,0.22,0.3,1,30,1,0,22.95,0.11,4,23,30,0,FALSE
21,1,0,21,0,20,20,49,65,114,606.7,0.04,24.5,14864.15,0.2,825.79,9,6,3,14,7,5,0.24,2.33,3,0.6,0.22,2,23,5,1,24.76,1,4,20,23,0,FALSE
30,5,7,27,3,30,17,79,99,178,988.72,0.04,22.38,22130.78,0.33,1229.49,9,8,3,16,8,5,0.17,2,4,0.8,0.12,2,20,1,0,44.17,0.2,4,17,43,27.03,TRUE
8,0,9,8,0,7,11,10,17,27,112.59,0.13,7.86,884.62,0.04,49.15,3,2,1,4,2,2,0.25,2,1,0.5,0.11,3,6,1,0,14.33,0.5,1,6,18,52.94,FALSE
26,4,0,26,0,21,10,34,46,80,396.34,0.12,8.1,3208.43,0.13,178.25,5,4,5,8,4,3,0.12,2,3,1,0.1,4,12,1,0,48.96,0.33,2,11,31,0,FALSE
10,2,1,10,0,9,14,15,24,39,176.42,0.09,11.67,2058.21,0.06,114.35,9,6,3,16,8,5,0.5,2.67,3,0.6,0.36,0,17,4,0.75,15.12,0.8,5,14,14,9.09,FALSE
18,10,5,16,2,22,17,40,84,124,655.39,0.06,15.45,10128.75,0.22,562.71,13,10,2,22,11,7,0.39,2.2,3,0.43,0.21,3,22,1,0,42.41,0.14,6,17,34,30.43,FALSE
23,2,0,23,0,22,18,56,66,122,649.28,0.04,22.91,14874.31,0.22,826.35,13,10,3,22,11,7,0.3,2.2,7,1,0.27,2,27,4,0.5,28.34,0.57,6,22,26,0,FALSE
19,1,1,19,0,17,16,39,46,85,428.77,0.05,18.35,7869.25,0.14,437.18,15,10,4,22,11,8,0.42,2.2,8,1,0.36,1,27,8,1,23.36,1,6,21,22,5,FALSE
29,19,13,27,2,25,17,131,147,278,1499.06,0.02,44.54,66768.32,0.5,3709.35,5,4,6,8,4,3,0.1,2,2,0.67,0.05,3,15,1,0,33.66,0.33,2,14,62,35.71,TRUE
17,2,0,17,0,13,11,30,36,66,302.61,0.08,12.69,3840.79,0.1,213.38,5,4,5,8,4,3,0.18,2,3,1,0.15,3,15,1,0,23.84,0.33,2,14,20,0,FALSE
40,11,6,40,0,40,17,90,95,185,1079.08,0.05,19.13,20637.49,0.36,1146.53,25,24,4,48,24,13,0.33,2,7,0.54,0.22,2,56,1,0,56.42,0.08,12,45,58,13.04,TRUE
27,11,6,25,2,26,18,65,75,140,764.32,0.04,22.5,17197.21,0.25,955.4,9,6,1,14,7,5,0.19,2.33,3,0.6,0.11,0,20,4,0.75,33.97,0.8,4,17,45,24.24,FALSE
20,15,10,17,3,29,19,69,81,150,837.74,0.04,22.6,18935.91,0.28,1052,5,4,3,8,4,3,0.15,2,2,0.67,0.07,3,12,1,0,37.06,0.33,2,11,46,43.33,FALSE
6,1,0,6,0,7,10,9,16,25,102.19,0.16,6.43,656.91,0.03,36.5,3,2,2,4,2,2,0.33,2,1,0.5,0.25,2,7,1,0,15.9,0.5,1,7,8,0,FALSE
10,3,0,10,0,7,12,16,19,35,148.68,0.07,13.71,2039.01,0.05,113.28,7,4,0,10,5,4,0.4,2.5,1,0.25,0.29,1,12,3,0.67,10.84,0.75,3,10,14,0,FALSE
12,6,2,12,0,13,10,24,30,54,244.27,0.11,9.23,2254.82,0.08,125.27,3,2,0,4,2,2,0.17,2,1,0.5,0.1,1,6,1,0,26.46,0.5,1,6,21,14.29,FALSE
11,5,14,11,0,10,9,12,19,31,131.69,0.19,5.4,711.1,0.04,39.51,3,2,5,4,2,2,0.18,2,2,1,0.06,0,9,1,0,24.39,0.5,1,9,31,56,FALSE
7,5,5,7,0,6,7,6,11,17,62.91,0.29,3.5,220.18,0.02,12.23,3,2,1,4,2,2,0.29,2,1,0.5,0.11,2,7,1,0,17.97,0.5,1,7,18,41.67,FALSE
40,11,8,36,4,37,25,82,96,178,1059.85,0.04,27.7,29360.62,0.35,1631.15,13,12,4,24,12,7,0.18,2,3,0.43,0.12,1,31,1,0,38.26,0.14,6,26,60,25,FALSE
45,1,0,45,0,53,26,108,135,243,1531.82,0.04,26.49,40578.75,0.51,2254.37,25,18,4,38,19,14,0.31,2.11,8,0.57,0.3,2,55,6,0.38,57.83,0.43,10,43,47,0,FALSE
13,1,0,13,0,13,14,38,47,85,404.17,0.05,20.46,8269.85,0.13,459.44,19,12,3,30,15,10,0.77,2.5,5,0.5,0.67,3,35,6,0.56,19.75,0.6,9,27,15,0,FALSE
8,0,0,8,0,9,10,12,15,27,114.69,0.15,6.67,764.63,0.04,42.48,3,2,1,4,2,2,0.25,2,1,0.5,0.22,1,7,1,0,17.2,0.5,1,7,9,0,FALSE
22,4,0,22,0,20,12,41,50,91,455,0.08,12.3,5596.5,0.15,310.92,5,2,5,6,3,3,0.14,3,3,1,0.11,1,16,3,1,36.99,1,2,15,27,0,FALSE
12,1,0,12,0,8,11,18,24,42,178.41,0.08,12.38,2207.86,0.06,122.66,5,4,4,8,4,3,0.25,2,2,0.67,0.21,2,13,1,0,14.42,0.33,2,12,14,0,FALSE
24,25,9,17,7,23,16,44,49,93,491.54,0.07,15.3,7522.74,0.16,417.93,9,8,1,16,8,5,0.21,2,2,0.4,0.08,0,19,1,0,32.11,0.2,4,16,59,48.48,FALSE
59,36,6,47,12,70,17,143,173,316,2035.97,0.06,17.36,35353.17,0.68,1964.06,25,12,6,36,26,13,0.22,3,7,0.54,0.13,1,45,10,0.75,117.25,0.77,12,34,102,27.69,TRUE
16,0,3,16,0,14,14,27,32,59,283.63,0.07,13.5,3829.06,0.09,212.73,7,6,3,12,6,4,0.25,2,3,0.75,0.2,0,19,1,0,21.01,0.25,3,17,20,15.79,FALSE
7,0,0,7,0,4,9,9,14,23,85.11,0.1,10.13,861.74,0.03,47.87,3,2,1,4,2,2,0.29,2,2,1,0.25,1,7,1,0,8.41,0.5,1,7,8,0,FALSE
164,45,27,122,42,123,36,405,458,863,6311.02,0.02,59.27,374043.26,2.1,20780.18,50,44,9,88,44,27,0.16,2,11,0.41,0.11,0,121,1,0,106.48,0.04,22,96,237,36.13,TRUE
36,4,2,32,4,23,21,31,57,88,480.43,0.07,14.15,6799.13,0.16,377.73,11,2,7,4,2,8,0.22,2,8,1,0.19,0,22,3,0.29,33.95,0.38,1,16,43,15.79,FALSE
11,9,0,9,2,17,8,20,25,45,208.97,0.21,4.71,983.4,0.07,54.63,5,4,3,8,4,3,0.27,2,3,1,0.14,3,11,1,0,44.41,0.33,2,10,21,18.18,FALSE
8,2,0,8,0,7,13,15,24,39,168.56,0.07,13.93,2347.73,0.06,130.43,5,4,1,8,4,3,0.38,2,2,0.67,0.27,1,9,1,0,12.1,0.33,2,8,11,0,FALSE
7,1,0,7,0,10,9,20,20,40,169.92,0.11,9,1529.25,0.06,84.96,5,4,0,8,4,3,0.43,2,1,0.33,0.33,2,9,1,0,18.88,0.33,2,8,9,0,FALSE
95,16,1,95,0,100,30,246,302,548,3848.26,0.03,36.9,142000.7,1.28,7888.93,61,54,8,114,57,31,0.33,2.11,15,0.48,0.27,2,130,25,0.8,104.29,0.81,30,101,113,1.04,FALSE
13,7,0,13,0,8,7,10,21,31,121.11,0.23,4.38,529.87,0.04,29.44,5,2,5,4,2,3,0.23,2,3,1,0.11,0,15,1,0,27.68,0.33,1,14,28,0,FALSE
7,1,0,7,0,11,9,21,27,48,207.45,0.12,8.59,1782.21,0.07,99.01,5,4,2,8,4,3,0.43,2,3,1,0.33,2,13,1,0,24.15,0.33,2,12,9,0,FALSE
22,7,14,22,0,17,15,22,34,56,280,0.1,9.71,2717.65,0.09,150.98,7,6,3,12,6,4,0.18,2,3,0.75,0.09,2,16,1,0,28.85,0.25,3,14,44,38.89,FALSE
7,1,1,7,0,8,9,9,15,24,98.1,0.2,5.06,496.63,0.03,27.59,5,2,2,6,3,3,0.43,3,3,1,0.3,0,8,3,1,19.38,1,2,7,10,12.5,FALSE
17,0,0,17,0,19,20,45,65,110,581.39,0.04,23.68,13769.86,0.19,764.99,9,8,5,16,8,5,0.29,2,4,0.8,0.28,1,20,1,0,24.55,0.2,4,17,18,0,FALSE
11,3,0,11,0,13,7,18,20,38,164.23,0.21,4.85,795.9,0.05,44.22,5,4,5,8,4,3,0.27,2,3,1,0.2,1,14,1,0,33.89,0.33,2,13,15,0,FALSE
165,23,4,165,0,135,29,272,364,636,4679.4,0.03,29.21,136707.89,1.56,7594.88,57,24,3,56,28,33,0.2,2.33,11,0.33,0.17,2,102,10,0.28,160.17,0.3,16,71,193,2.37,TRUE
17,1,1,14,3,9,14,38,42,80,361.88,0.03,29.56,10695.71,0.12,594.21,9,8,1,16,8,5,0.29,2,2,0.4,0.25,0,16,1,0,12.24,0.2,4,13,20,22.22,FALSE
